word0,frequency1,word2,frequency3,word4,frequency5,word6,frequency7,word8,frequency9,word10,frequency11,word12,frequency13,word14,frequency15,word16,frequency17,word18,frequency19,word20,frequency21,word22,frequency23,word24,frequency25,word26,frequency27,word28,frequency29,word30,frequency31,word32,frequency33,word34,frequency35,word36,frequency37,word38,frequency39,word40,frequency41,word42,frequency43
null,null,hno68,318,null,null,null,null,null,null,null,null,null,null,qutaer,11,apartmenet,31,null,null,null,null,societyi,14,mbroad,256,streret,34,radhanagari,5169,ambehra,88,null,null,6near,136,skynet,198,oppsbi,198,frontt,6,afta,11
null,null,hno57,317,null,null,null,null,null,null,null,null,null,null,qar,11,apartnment,30,null,null,null,null,societysec,14,kkroad,252,st5,33,mahboobnagar,5037,behariganj,84,null,null,nearv,136,nineth,198,oppisite,197,27infront,6,sikraft,11
null,null,hno79,316,null,null,null,null,null,null,null,null,null,null,quttar,11,apartmn,30,null,null,null,null,societynull,14,vproad,244,stire,33,viveknagar,5018,eastbehind,82,null,null,10near,135,kaneti,197,kopp,194,defrnce,6,daftarry,11
null,null,hno81,315,null,null,null,null,null,null,null,null,null,null,quarrter,10,apanna,29,null,null,null,null,societygodadara,14,bgroad,243,steat,33,premnagar,4894,behran,82,null,null,thanenear,135,banetha,196,oppoite,193,froni,6,handigraft,11
null,null,hno72,310,null,null,null,null,null,null,null,null,null,null,qutur,10,aperment,28,null,null,null,null,societykothrud,13,rdi,242,st6,32,vikasnagar,4854,behlan,81,null,null,133near,134,netravati,195,pooppathy,190,frtlr,6,crafter,10
null,null,hno73,308,null,null,null,null,null,null,null,null,null,null,quatear,10,aprtmen,28,null,null,null,null,society8,13,nashikroad,242,distrt,31,bhaktinagar,4842,behani,77,null,null,8near,133,networ,193,bopparam,187,null,null,mooncraft,10
null,null,hno74,299,null,null,null,null,null,null,null,null,null,null,quaer,10,apma,28,null,null,null,null,societyc,13,atroad,234,stno16,31,sundernagar,4804,2behind,77,null,null,enginearing,132,infinet,192,adigoppula,185,null,null,ashraftola,10
null,null,hno63,297,null,null,null,null,null,null,null,null,null,null,qattar,10,aprat,28,null,null,null,null,socisty,13,ltroad,231,stile,31,siddharthnagar,4795,behimd,76,null,null,nearwater,131,sysnet,189,paroppady,185,null,null,aftr,10
null,null,hno84,297,null,null,null,null,null,null,null,null,null,null,quartrer,9,aptron,28,null,null,null,null,societygotri,13,smroad,231,stno01,31,kuvempunagar,4757,behad,75,null,null,townnear,129,banethi,188,hirekoppa,185,null,null,handicrafted,10
null,null,hno71,296,null,null,null,null,null,null,null,null,null,null,quartre,9,aparmen,27,null,null,null,null,societymumbai,13,rroad,227,distrtict,30,sainagar,4638,beharawal,75,null,null,12near,129,nettithozhu,187,oppjain,181,null,null,buildcraft,10
null,null,hno70,292,null,null,null,null,null,null,null,null,null,null,qtra,9,apartnent,27,null,null,null,null,asociety,13,highroad,226,strita,29,girinagar,4530,dalabehera,73,null,null,gardennear,127,netta,184,thoppai,181,null,null,knowcraft,10
null,null,hno86,290,null,null,null,null,null,null,null,null,null,null,quaater,9,apaetment,26,null,null,null,null,coophousociety,12,jkroad,224,stno18,28,shastrinagar,4517,westbehind,72,null,null,rdnear,127,bennet,179,oppgovt,177,null,null,staft,9
null,null,hno88,287,null,null,null,null,null,null,null,null,null,null,quaretr,9,aparn,26,null,null,null,null,societynea,12,rsroad,221,st7,28,dharmanagar,4502,beharampur,71,null,null,bengalnear,127,netha,172,koppole,177,null,null,crankshaft,9
null,null,hno83,286,null,null,null,null,null,null,null,null,null,null,qutre,9,aprtmn,25,null,null,null,null,societyvarachha,12,roadk,219,stno02,28,dilsukhnagar,4475,bagbehra,71,null,null,pethnear,125,euronet,168,thopputhurai,175,null,null,crafting,9
null,null,hno92,286,null,null,null,null,null,null,null,null,null,null,quatera,9,apama,24,null,null,null,null,societystation,12,colonyroad,217,stroy,28,harinagar,4441,behan,70,null,null,16near,124,dhaneti,160,choppella,173,null,null,daftariyon,9
null,null,hno66,283,null,null,null,null,null,null,null,null,null,null,quteer,9,apartmentn,23,null,null,null,null,societykatargam,12,roadvadodara,217,stian,27,shanthinagar,4429,behander,70,null,null,northnear,123,envestnet,156,shoppee,172,null,null,saftware,9
null,null,hno104,283,null,null,null,null,null,null,null,null,null,null,qutater,8,aparnna,23,null,null,null,null,societymadhapur,12,nroad,216,stein,27,nagarnear,4419,behro,68,null,null,wardnear,123,netralay,154,oppbus,171,null,null,metalcraft,9
null,null,hno105,282,null,null,null,null,null,null,null,null,null,null,quatrter,8,aparttment,22,null,null,null,null,hossociety,12,kproad,215,stno17,26,tangra,4416,crossbehind,67,null,null,enclavenear,123,benetton,154,soppugudde,167,null,null,12daftar,9
null,null,hno103,281,null,null,null,null,null,null,null,null,null,null,qate,8,apartmennt,22,null,null,null,null,coophsociety,12,crossroads,214,streetat,25,shivnagar,4352,behti,67,null,null,11near,121,sakhinetipalle,152,thoppupatti,165,null,null,caraft,8
null,null,hno69,280,null,null,null,null,null,null,null,null,null,null,quer,8,apartmenrt,22,null,null,null,null,societyahmedabad,12,roadc,209,stin,22,jaynagar,4333,beherapali,66,null,null,gurgaonnear,121,cnetre,143,socopp,165,null,null,hafta,8
null,null,hno113,274,null,null,null,null,null,null,null,null,null,null,qurarter,7,aptmn,22,null,null,null,null,socitye,12,pnroad,206,streetne,22,chamrajnagar,4328,ambehata,66,null,null,assamnear,121,saneta,142,kopplu,165,null,null,texcraft,8
null,null,hno116,274,null,null,null,null,null,null,null,null,null,null,quearter,7,aparement,21,null,null,null,null,society**********************,12,tbroad,205,stia,22,indranagar,4310,behpur,65,null,null,9near,117,netmagic,140,hospitalopp,164,null,null,maftiyu,8
null,null,hno100,271,null,null,null,null,null,null,null,null,null,null,quara,7,aprtement,20,null,null,null,null,societyd,11,ajwaroad,204,st8,21,asifnagar,4266,behandar,63,null,null,ghaziabadnear,117,netar,139,dastikoppa,164,null,null,nafta,8
null,null,hno91,269,null,null,null,null,null,null,null,null,null,null,quatere,7,apartmenr,20,null,null,null,null,societyvibhag,11,roadanna,203,st11,21,nagaraj,4261,behda,63,null,null,puramnear,116,vineetha,138,nagashettikoppa,162,null,null,encraft,8
null,null,hno112,269,null,null,null,null,null,null,null,null,null,null,quert,7,apata,19,null,null,null,null,societypart,11,sproad,200,streeno,21,mehboobnagar,4255,behroj,62,null,null,ponear,115,netewala,138,cherooppa,161,null,null,mykraft,8
null,null,hno110,262,null,null,null,null,null,null,null,null,null,null,qrarter,6,aptna,19,null,null,null,null,societyrajkot,11,nkroad,199,stit,20,raisinghnagar,4164,behiind,61,null,null,0near,115,ornet,136,periyathoppu,161,null,null,cafteria,7
null,null,hno124,261,null,null,null,null,null,null,null,null,null,null,quataer,6,aparme,19,null,null,null,null,societuy,11,solaroad,196,stie,20,konnagar,4140,behar736,61,null,null,villagenear,113,kenneth,135,bhairidevarkoppa,160,null,null,simkraft,7
null,null,hno132,261,null,null,null,null,null,null,null,null,null,null,quarta,6,apartrment,18,null,null,null,null,societyved,11,road1st,192,st10,20,nehrunagar,4033,behide,60,null,null,linear,113,chaneti,134,malavagoppa,160,null,null,servocraft,7
null,null,hno96,260,null,null,null,null,null,null,null,null,null,null,qaure,6,apatrtment,18,null,null,null,null,indsociety,11,phroad,187,stno04,20,gomtinagar,3948,layoutbehind,59,null,null,nearst,111,tenneti,133,oppganesh,159,null,null,plastocraft,7
null,null,hno121,260,null,null,null,null,null,null,null,null,null,null,qtarter,6,apnt,18,null,null,null,null,society********************,11,roadindore,185,streetl,19,nagaraju,3923,behaviour,57,null,null,mandirnear,111,nettukuppam,131,thoppuvila,159,null,null,crankshafts,7
null,null,hno114,259,null,null,null,null,null,null,null,null,null,null,quaatar,6,aparmtment,18,null,null,null,null,sociert,11,jnroad,183,stno19,19,radhanagar,3893,beharampura,57,null,null,nearb,111,appartmnet,128,noopp,158,null,null,driveshafts,7
null,null,hno01,256,null,null,null,null,null,null,null,null,null,null,qurrter,6,apartmetnt,18,null,null,null,null,societyo,10,gsroad,183,stno20,18,tilaknagar,3886,lambehanuman,56,null,null,kolkatanear,111,netrapal,126,opposte,156,null,null,aftt,7
null,null,hno75,256,null,null,null,null,null,null,null,null,null,null,qata,6,aparao,18,null,null,null,null,societypuna,10,roadt,182,stran,18,shrinagar,3877,behori,55,null,null,chennainear,110,netteri,126,elanthoppu,155,null,null,bajyaft,7
null,null,hno108,256,null,null,null,null,null,null,null,null,null,null,qtur,6,apartmentm,17,null,null,null,null,societymain,10,stroad,180,streei,18,basaveshwaranagar,3861,distcoochbehar,55,null,null,132near,105,netagi,125,oppsai,153,null,null,innoraft,7
null,null,hno82,254,null,null,null,null,null,null,null,null,null,null,quauter,6,aptn,16,null,null,null,null,societypimple,10,troad,179,stro,18,shaktinagar,3855,beher,54,null,null,mnear,104,khaneta,125,oppwater,153,null,null,telecraft,7
null,null,hno95,253,null,null,null,null,null,null,null,null,null,null,null,null,apera,16,null,null,null,null,societyr,10,rde,178,stent,18,pantnagar,3799,behrampora,53,null,null,mohallanear,104,arnetha,124,flooropp,149,null,null,aftaf,7
null,null,hno122,250,null,null,null,null,null,null,null,null,null,null,null,null,apne,16,null,null,null,null,sociely,10,roadchennai,177,stretet,18,tnagar,3791,roadbehala,53,null,null,neaw,104,netlink,123,rdopp,148,null,null,rotorcraft,7
null,null,hno98,249,null,null,null,null,null,null,null,null,null,null,null,null,aparmtnet,16,null,null,null,null,mcchsociety,10,nashik_road,175,st18,18,nagarkurnool,3791,behine,53,null,null,stagenear,102,nettor,121,kopperapadu,148,null,null,orientcraft,7
null,null,hno90,248,null,null,null,null,null,null,null,null,null,null,null,null,aparmnt,15,null,null,null,null,societyshivaji,10,collegeroad,175,streeto,17,navanagar,3754,beharigarh,53,null,null,buildingnear,101,nettu,120,2opp,146,null,null,bazaft,7
null,null,hno89,243,null,null,null,null,null,null,null,null,null,null,null,null,aparmant,15,null,null,null,null,socinr,10,gandhiroad,173,stoo,17,nagala,3748,hospitalbehind,52,null,null,aptnear,101,kanneth,119,tarigoppula,146,null,null,autocrafts,7
null,null,hno129,243,null,null,null,null,null,null,null,null,null,null,null,null,apnear,15,null,null,null,null,societyshiv,10,roadat,172,stiton,17,ambedkarnagar,3696,behere,51,null,null,collegenear,100,baneti,116,goppenahalli,146,null,null,healkraft,7
null,null,hnof,242,null,null,null,null,null,null,null,null,null,null,null,null,apreta,15,null,null,null,null,houssociety,10,vetturoad,172,strr,17,maruthinagar,3652,behrampu,51,null,null,14near,99,neet,114,koppuravuru,146,null,null,daftariwala,7
null,null,hno119,241,null,null,null,null,null,null,null,null,null,null,null,null,aparat,14,null,null,null,null,societysai,10,dhroad,170,streee,17,taranagar,3634,behund,50,null,null,rajasthannear,99,apartmnets,114,sominakoppa,145,null,null,craftart,7
null,null,hno93,240,null,null,null,null,null,null,null,null,null,null,null,null,aptnt,14,null,null,null,null,socil,10,bcroad,170,streent,16,bhagyanagar,3630,behbowal,50,null,null,puranear,98,dhanet,113,shoppi,144,null,null,pycraft,7
null,null,hno97,238,null,null,null,null,null,null,null,null,null,null,null,null,aptra,14,null,null,null,null,gsociety,10,road2nd,169,stn0,16,viratnagar,3581,behain,49,null,null,singhnear,97,suneet,112,thoppa,144,null,null,bazyafth,7
null,null,hno115,238,null,null,null,null,null,null,null,null,null,null,null,null,apartmment,13,null,null,null,null,dhamsociety,10,jmroad,169,stenly,16,nagai,3569,floorbehind,46,null,null,neasr,95,vineeta,111,analekoppa,144,null,null,tecnocraft,7
null,null,hno135,237,null,null,null,null,null,null,null,null,null,null,null,null,apartmeant,13,null,null,null,null,associety,10,proad,167,stele,16,shadnagar,3449,3behind,46,null,null,marketnear,94,navneeth,111,koppavaram,143,null,null,haftyarbal,7
null,null,hno117,235,null,null,null,null,null,null,null,null,null,null,null,null,apartmentr,13,null,null,null,null,society*************,10,proadd,167,streeat,16,suryanagar,3408,behampur,46,null,null,nearrailway,93,kannettumukku,110,opphanuman,142,null,null,machinekraft,7
null,null,hno118,234,null,null,null,null,null,null,null,null,null,null,null,null,apano,12,null,null,null,null,socifty,9,barpetaroad,167,strtmohalla,16,kubernagar,3402,coochbeh,46,null,null,nears,93,cygnet,109,opportunity,142,null,null,haftarada,7
null,null,hno120,233,null,null,null,null,null,null,null,null,null,null,null,null,aparan,12,null,null,null,null,societyg,9,roadf,165,sterl,15,virgonagar,3388,coochbeha,45,null,null,nagpurnear,92,trinethra,106,oppathavadi,141,null,null,thereafter,6
null,null,hno106,233,null,null,null,null,null,null,null,null,null,null,null,null,apartmemnt,12,null,null,null,null,societyphase,9,baroad,164,stir,15,balajinagar,3353,behlod,45,null,null,linenear,92,netarhat,105,opppost,140,null,null,aftary,6
null,null,hno136,232,null,null,null,null,null,null,null,null,null,null,null,null,apea,11,null,null,null,null,societyvillage,9,noroad,162,streetone,14,anagar,3294,behary,44,null,null,cnear,89,nettirachira,104,oppostie,136,null,null,daftory,6
null,null,hno123,230,null,null,null,null,null,null,null,null,null,null,null,null,aprtmant,11,null,null,null,null,societyisanpur,9,ktroad,162,steele,14,barnagar,3281,behino,44,null,null,ltdnear,87,kennet,104,oppoiste,136,null,null,maft,6
null,null,hno131,229,null,null,null,null,null,null,null,null,null,null,null,null,apme,11,null,null,null,null,sociman,9,xroad,160,stno22,14,karunagapally,3262,beharilal,44,null,null,nearbus,86,netherlands,104,parkopp,135,null,null,spacecraft,6
null,null,hno125,227,null,null,null,null,null,null,null,null,null,null,null,null,aparament,11,null,null,null,null,society',9,groad,160,strite,14,subhashnagar,3226,behragora,44,null,null,stnear,86,navaneeth,102,thoppumukku,134,null,null,vajyaft,6
null,null,hno139,222,null,null,null,null,null,null,null,null,null,null,null,null,aparetment,11,null,null,null,null,societygovind,9,roadmadurai,159,industrtal,14,nagamangala,3222,parkbehind,43,null,null,roadnea,86,visionet,100,opppetrol,133,null,null,jafte,6
null,null,hno107,218,null,null,null,null,null,null,null,null,null,null,null,null,aparm,11,null,null,null,null,societyvasna,9,roadwest,159,stroey,14,congress,3201,rdbehind,43,null,null,noidanear,86,tathanethane,99,boppapur,133,null,null,metalcrafts,6
null,null,housen,217,null,null,null,null,null,null,null,null,null,null,null,null,aptran,11,null,null,null,null,societybeside,9,roadnull,157,stno03,14,gopalnagar,3199,behrola,43,null,null,templenear,85,sanet,99,roadopposite,132,null,null,weldcraft,6
null,null,hnog,215,null,null,null,null,null,null,null,null,null,null,null,null,apto,11,null,null,null,null,societyj,9,rproad,156,steta,14,motinagar,3169,behk,43,null,null,15near,83,nexto,96,thoppe,132,null,null,bluecraft,6
null,null,hno94,215,null,null,null,null,null,null,null,null,null,null,null,null,apete,11,null,null,null,null,welfaresociety,9,pbroad,156,st9,13,himayathnagar,3167,behlima,42,null,null,centrenear,83,afnet,96,copp,132,null,null,draftman,6
null,null,houston,214,null,null,null,null,null,null,null,null,null,null,null,null,apartmente,10,null,null,null,null,societyhanuman,9,road1,155,st01,13,sardarnagar,3154,behare,42,null,null,southnear,83,netscribes,95,boppudi,131,null,null,hendigraft,6
null,null,housingsociety,214,null,null,null,null,null,null,null,null,null,null,null,null,apatmt,10,null,null,null,null,society1st,9,roadnh,155,steell,13,vallabhnagar,3123,tegubehar,42,null,null,nearnew,83,netarwas,93,hosakoppalu,128,null,null,flaft,6
null,null,hno150,213,null,null,null,null,null,null,null,null,null,null,null,null,aptarment,10,null,null,null,null,societyravapar,9,rdm,155,stena,13,panagar,3122,behiand,42,null,null,faridabadnear,83,nethwa,92,streetopp,125,null,null,craftech,6
null,null,hno148,209,null,null,null,null,null,null,null,null,null,null,null,null,aperna,10,null,null,null,null,societyoff,9,roadold,153,shastrti,13,sangrampur,3107,beheramunda,42,null,null,linea,82,lonetree,92,opposide,123,null,null,grafts,6
null,null,hno201,208,null,null,null,null,null,null,null,null,null,null,null,null,apartmeent,10,null,null,null,null,societynana,9,roadway,152,steri,13,durganagar,2971,behaid,41,null,null,nearwatertank,82,cneter,91,bannikoppa,123,null,null,safthar,6
null,null,hno109,207,null,null,null,null,null,null,null,null,null,null,null,null,apartmernt,10,null,null,null,null,societes,9,raodno,151,stii,12,azadnagar,2970,apartmentbehind,40,null,null,appartmentnear,81,nethji,91,oppicherla,122,null,null,metalkraft,5
null,null,hno173,206,null,null,null,null,null,null,null,null,null,null,null,null,apattment,10,null,null,null,null,msociety,9,roadno2,149,stno21,12,nagardelhi,2955,beharia,40,null,null,sonear,81,safenet,91,swamythoppu,122,null,null,hanicraft,5
null,null,hno153,206,null,null,null,null,null,null,null,null,null,null,null,null,aparteent,10,null,null,null,null,sociity,9,road3rd,149,strrrt,12,ganeshnagar,2942,residencybehind,39,null,null,wnear,81,netafim,88,vontikoppal,121,null,null,null,null
null,null,hno133,205,null,null,null,null,null,null,null,null,null,null,null,null,apartem,10,null,null,null,null,society6,9,roadvila,149,strl,12,hiranagar,2921,behinds,39,null,null,baghnear,80,khaneti,87,devikoppa,121,null,null,null,null
null,null,hno137,205,null,null,null,null,null,null,null,null,null,null,null,null,apetta,10,null,null,null,null,sociat,9,kcroad,149,industrtial,12,allinagaram,2910,abehind,38,null,null,adnear,80,neti,85,balekoppa,121,null,null,null,null
null,null,houser,203,null,null,null,null,null,null,null,null,null,null,null,null,apanon,10,null,null,null,null,sociel,9,roadflat,148,streetan,11,chamarajanagara,2898,beheram,38,null,null,nearly,79,suneetha,85,thoppipala,121,null,null,null,null
null,null,hno149,203,null,null,null,null,null,null,null,null,null,null,null,null,aparma,9,null,null,null,null,societysion,8,roadahmedabad,148,stiaon,11,rajgurunagar,2893,behinda,38,null,null,gujaratnear,79,nexteer,85,oppa,119,null,null,null,null
null,null,hno138,203,null,null,null,null,null,null,null,null,null,null,null,null,apartemtn,9,null,null,null,null,societyandheri,8,roadgandhi,148,streetta,11,pratapnagar,2888,behins,38,null,null,[near,79,janetpur,85,thoppanahalli,119,null,null,null,null
null,null,hno145,202,null,null,null,null,null,null,null,null,null,null,null,null,aparrment,9,null,null,null,null,societylbs,8,rdopp,148,stio,11,kamalanagar,2883,bonbehari,37,null,null,nearpolice,79,konetimitta,84,margopp,118,null,null,null,null
null,null,hno99,201,null,null,null,null,null,null,null,null,null,null,null,null,apatmnt,9,null,null,null,null,societynext,8,rdha,148,sterra,11,joynagar,2882,rasbehari,37,null,null,neay,79,nettancode,84,shoppy,118,null,null,null,null
null,null,hno130,200,null,null,null,null,null,null,null,null,null,null,null,null,apert,9,null,null,null,null,societye,8,roadmalad,147,steen,11,dungri,2869,behrari,37,null,null,nagarnea,78,avnet,82,gulaganjikoppa,118,null,null,null,null
null,null,hno128,196,null,null,null,null,null,null,null,null,null,null,null,null,apatmen,9,null,null,null,null,societypost,8,bmroad,146,stron,11,badnagar,2863,behloli,37,null,null,nearold,78,panetha,82,thoppam,116,null,null,null,null
null,null,hno142,196,null,null,null,null,null,null,null,null,null,null,null,null,aparmet,9,null,null,null,null,societybuilding,8,bhroad,146,strtno,11,karvenagar,2857,beharwal,37,null,null,enginear,78,netambit,82,bhairidevarakoppa,114,null,null,null,null
null,null,hno126,195,null,null,null,null,null,null,null,null,null,null,null,null,apron,9,null,null,null,null,societyganesh,8,eroad,146,st#4,10,jawaharnagar,2842,behati,37,null,null,towernear,77,puneeth,81,kumbarakoppal,113,null,null,null,null
null,null,hno141,194,null,null,null,null,null,null,null,null,null,null,null,null,aparmetn,9,null,null,null,null,society90,8,croad,145,streetal,10,nagardas,2825,beharwala,36,null,null,jhansinear,77,nethagi,81,gonikoppa,113,null,null,null,null
null,null,housig,193,null,null,null,null,null,null,null,null,null,null,null,null,apartemt,8,null,null,null,null,societyta,8,roadcoimbatore,142,st0,10,panagarh,2817,kebbehundi,36,null,null,varanasinear,76,nettavelampatti,81,choppal,113,null,null,null,null
null,null,hno151,192,null,null,null,null,null,null,null,null,null,null,null,null,apartmenmt,8,null,null,null,null,societypo,8,rdaspur,142,streettn,10,ukkunagaram,2790,kebbehalli,35,null,null,patnanear,76,taknet,80,vyloppilly,113,null,null,null,null
null,null,hno154,191,null,null,null,null,null,null,null,null,null,null,null,null,apear,8,null,null,null,null,societyvijay,8,tproad,142,st13,10,srinivasanagar,2778,behibd,35,null,null,officenear,75,bagmanetech,80,residencyopp,112,null,null,null,null
null,null,housoc,190,null,null,null,null,null,null,null,null,null,null,null,null,apatan,8,null,null,null,null,hfsociety,8,viproad,141,stine,10,sanjaynagar,2760,socbehind,35,null,null,palyanear,75,suneeta,79,oppbank,110,null,null,null,null
null,null,hno134,189,null,null,null,null,null,null,null,null,null,null,null,null,apeartment,8,null,null,null,null,societymaninagar,8,snroad,141,stno06,10,sahakarnagar,2707,behur,34,null,null,suratnear,75,roadnext,79,oppsoite,109,null,null,null,null
null,null,hno168,188,null,null,null,null,null,null,null,null,null,null,null,null,apaa,8,null,null,null,null,societytal,8,rdwan,141,streeyt,10,vidhyanagar,2680,balabehat,34,null,null,19near,73,genetic,79,doppalapudi,109,null,null,null,null
